IncomeType,Date,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Upper middle income,2021-04-08,2.97686579875748,1.54513792650626,2.57898177587718
Upper middle income,2021-04-09,2.9753114071866,1.55507307373353,2.64175265476403
Upper middle income,2021-04-10,2.97557197908853,1.5644538489778,2.6925591070474
Upper middle income,2021-04-11,2.97538265898697,1.57479079019604,2.71647651888442
Upper middle income,2021-04-12,2.97351359385827,1.58344422686487,2.78432982056884
Upper middle income,2021-04-13,2.97185107275485,1.59083626239662,2.86243728179496
Upper middle income,2021-04-14,2.96910582717283,1.59850071338327,2.93721003896677
Upper middle income,2021-04-15,2.96811044727187,1.60848162609025,2.98958680937526
Upper middle income,2021-04-16,2.96711106830992,1.61806846476175,3.05314421316294
Upper middle income,2021-04-17,2.96616076384,1.62756943377452,3.09026631193933
Upper middle income,2021-04-18,2.96545907918886,1.6377496005121,3.12355321600875
Upper middle income,2021-04-19,2.96512885510465,1.64648376020266,3.16692202563872
Upper middle income,2021-04-20,2.9629366551336,1.65422774652559,3.2222088233707
Upper middle income,2021-04-21,2.96130744251132,1.66155493443125,3.27909895688357
Upper middle income,2021-04-22,2.96037978955809,1.6711612907338,3.33989522951487
Upper middle income,2021-04-23,2.95995543136434,1.68070054280789,3.42625532315674
Upper middle income,2021-04-24,2.95830232601922,1.68859461298339,3.47034644349371
Upper middle income,2021-04-25,2.95937101108118,1.6972154278916,3.48666995286037
Upper middle income,2021-04-26,2.96066494892667,1.70524960536181,3.53585442270113
Upper middle income,2021-04-27,2.96057099977766,1.71164885461792,3.59414028457656
Upper middle income,2021-04-28,2.95973686168604,1.71804612439825,3.66883121022021
Upper middle income,2021-04-29,2.95980890034227,1.72644571309486,3.72762381789171
Upper middle income,2021-04-30,2.959771880627,1.73509875386854,3.77613684955268
Upper middle income,2021-05-01,2.96088863076652,1.74261256674941,3.79916104274508
Upper middle income,2021-05-02,2.96265601110384,1.75006509506056,3.81449794180048
Upper middle income,2021-05-03,2.96399797332625,1.75722137502859,3.85865541416512
Upper middle income,2021-05-04,2.96463091480524,1.76257371914161,3.92404015121136
Upper middle income,2021-05-05,2.96470711725536,1.76813826305673,3.99971455959455
Upper middle income,2021-05-06,2.9655517993852,1.77567388976054,4.0764965242583
Upper middle income,2021-05-07,2.96602695978412,1.78312839754746,4.16120961488388
Upper middle income,2021-05-08,2.96579573882589,1.79032620691706,4.19260489232186
Upper middle income,2021-05-09,2.96581315888502,1.79754396940237,4.20406958047347
Upper middle income,2021-05-10,2.96703087144561,1.80406756932609,4.26559711104222
Upper middle income,2021-05-11,2.96645361422555,1.8097555929395,4.34501961719868
Upper middle income,2021-05-12,2.96725333120618,1.81449528930296,4.43044310208715
Upper middle income,2021-05-13,2.96685025471127,1.8217754052749,4.48842190768176
Upper middle income,2021-05-14,2.96666739172852,1.8291525947384,4.53896247678026
Upper middle income,2021-05-15,2.96634578140134,1.83616682752547,4.58830768005322
Upper middle income,2021-05-16,2.96626182639402,1.84344464730552,4.6428106449714
Upper middle income,2021-05-17,2.96569068665684,1.85086938377692,4.69301228822925
Upper middle income,2021-05-18,2.96499695316055,1.85679023332991,4.78350473548008
Upper middle income,2021-05-19,2.96446851401957,1.86239765269013,4.87384531735015
Upper middle income,2021-05-20,2.96441220053927,1.8700533543939,4.97149345072628
Upper middle income,2021-05-21,2.96339353027933,1.87804125172071,5.06476686348066
Upper middle income,2021-05-22,2.96242342698317,1.88573377167373,5.12993607520551
Upper middle income,2021-05-23,2.96191270433416,1.89270861289305,5.19284254818232
Upper middle income,2021-05-24,2.96042644651404,1.89978496162964,5.26340519793709
Upper middle income,2021-05-25,2.95940141146383,1.90515856531239,5.34131562214547
Upper middle income,2021-05-26,2.95815636866893,1.91122803390589,5.44612110440654
Upper middle income,2021-05-27,2.95651888349131,1.91920817168769,5.49994091264839
Upper middle income,2021-05-28,2.95484920060393,1.92745530116081,5.61881235175459
Upper middle income,2021-05-29,2.95383145636929,1.93476986001108,5.70765549979724
Upper middle income,2021-05-30,2.9548563388257,1.94085144299626,5.75304951108334
Upper middle income,2021-05-31,2.95363689803139,1.94851407286522,5.84020282025414
Upper middle income,2021-06-01,2.95202186642652,1.95447375973274,5.94197428082973
Upper middle income,2021-06-02,2.95084209368093,1.96020580688717,6.07027558617919
Upper middle income,2021-06-03,2.94922763079898,1.96808332864527,6.18216462246864
Upper middle income,2021-06-04,2.94696982595014,1.97652040861289,6.29537385032542
Upper middle income,2021-06-05,2.94410860429837,1.9841508917954,6.37758864458683
Upper middle income,2021-06-06,2.94373766187922,1.98978444023573,6.43671974261431
Upper middle income,2021-06-07,2.94204151916395,1.99672863917019,6.54110624903476
Upper middle income,2021-06-08,2.94073581651776,2.00243340914857,6.68990613444686
Upper middle income,2021-06-09,2.93961001644982,2.00804055138218,6.84101816632213
Upper middle income,2021-06-10,2.94008370714774,2.0144282009103,31.5783692864857
Upper middle income,2021-06-11,2.93879342348549,2.0224349428464,31.725461438565
Upper middle income,2021-06-12,2.9371080407091,2.03035387523752,31.8125162490217
Upper middle income,2021-06-13,2.93485722100694,2.03791919407782,31.8816520926444
Upper middle income,2021-06-14,2.93280866340193,2.04556293974796,32.0031487125114
Upper middle income,2021-06-15,2.93145164247205,2.05153105918225,32.1528845732446
Upper middle income,2021-06-16,2.92958732798854,2.05735827953151,32.30677377003
Upper middle income,2021-06-17,2.92810872887934,2.06519799330248,32.5468054368915
Upper middle income,2021-06-18,2.92630878731015,2.07396865452617,32.7363348177158
Upper middle income,2021-06-19,2.92459895590654,2.08167609972646,32.8427123204512
Upper middle income,2021-06-20,2.92199390967285,2.08995410902153,32.9526811464791
Upper middle income,2021-06-21,2.9203917608049,2.09745176938015,33.104119118834
Upper middle income,2021-06-22,2.9184553265115,2.1038558089676,33.2571887730627
Upper middle income,2021-06-23,2.9167594222036,2.11006989806056,33.405936044009
Upper middle income,2021-06-24,2.91371091921146,2.1190549365097,33.5815247688042
Upper middle income,2021-06-25,2.90930331215813,2.12903252369739,33.7518521261925
Upper middle income,2021-06-26,2.90677032566165,2.13737078823477,33.8551882831821
Upper middle income,2021-06-27,2.90403618479571,2.1455504967633,33.9251661957956
Upper middle income,2021-06-28,2.90132442890839,2.15340561085573,34.0718460230728
Upper middle income,2021-06-29,2.8992103853411,2.15992996298024,34.2411173301401
Upper middle income,2021-06-30,2.89708935763209,2.16627774586643,34.4198334286979
Upper middle income,2021-07-01,2.89483674673381,2.17449641047803,34.5729543117594
Upper middle income,2021-07-02,2.89369499693189,2.18205685980794,34.7405573958302
Upper middle income,2021-07-03,2.89151044524402,2.19043348658567,34.8383952421637
Upper middle income,2021-07-04,2.88874103998135,2.19851145005983,34.9151967244585
Upper middle income,2021-07-05,2.88713078476429,2.20607277035908,35.1126622195236
Upper middle income,2021-07-06,2.88569047370777,2.21233230821562,35.3021488436714
Upper middle income,2021-07-07,2.88363206891141,2.21889791261509,35.4857363924996
Upper middle income,2021-07-08,2.88095377652775,2.22755404137096,35.6422574606739
Upper middle income,2021-07-09,2.87829034741706,2.23572919710523,35.8102500263963
Upper middle income,2021-07-10,2.87551113495092,2.24408832531718,35.93735271958
Upper middle income,2021-07-11,2.87240712825579,2.25203607887546,36.0428659831959
Upper middle income,2021-07-12,2.87033727627608,2.2597343393082,36.2117617045313
Upper middle income,2021-07-13,2.86796518552425,2.26627603164042,36.3903047177281
Upper middle income,2021-07-14,2.866281294895,2.27293063327032,36.5856125842084
Upper middle income,2021-07-15,2.86398622353376,2.2810789473132,36.7806302991309
Upper middle income,2021-07-16,2.86087630312919,2.28970969918976,36.9542003545399
Upper middle income,2021-07-17,2.85816931385796,2.29805738603178,37.0684855858336
Upper middle income,2021-07-18,2.85594665004661,2.30555290855657,37.160120546907
Upper middle income,2021-07-19,2.853766233993,2.31265823681838,37.2821479434058
Upper middle income,2021-07-20,2.85149537521749,2.31964808246401,37.4507242565317
Upper middle income,2021-07-21,2.86469597705305,2.32630292163101,37.5973396716675
Upper middle income,2021-07-22,2.86319556119719,2.33360726638633,37.7898514098598
Upper middle income,2021-07-23,2.86008900521773,2.34215634509278,37.9815217916726
Upper middle income,2021-07-24,2.85711615152962,2.35072901915036,38.1003713377768
Upper middle income,2021-07-25,2.85132096052077,2.36123001932008,38.2079813808926
Upper middle income,2021-07-26,2.8494968704796,2.36886580749764,38.3491870075287
Upper middle income,2021-07-27,2.84778245291485,2.37588463266848,38.5163762623958
Upper middle income,2021-07-28,2.84461032452463,2.38353736515861,38.6868615819503
Upper middle income,2021-07-29,2.84084082593586,2.3929070949281,38.8702352682168
Upper middle income,2021-07-30,2.83719994013132,2.40227096544932,39.0437401592837
Upper middle income,2021-07-31,2.83337410597146,2.41143486932867,39.2023500890546
Upper middle income,2021-08-01,2.82970647034386,2.42002373549801,39.2912599058411
Upper middle income,2021-08-02,2.82679772105127,2.42801931319079,39.396967078903
Upper middle income,2021-08-03,2.82508380108473,2.43563308959784,39.5557666820419
Upper middle income,2021-08-04,2.82199054340264,2.4437278390265,39.7242760492973
Upper middle income,2021-08-05,2.81859438219836,2.45291288370703,39.8653210216803
Upper middle income,2021-08-06,2.81489951794694,2.46228712668126,40.0031319661464
Upper middle income,2021-08-07,2.81149006074049,2.47163927870595,40.1032679442546
Upper middle income,2021-08-08,2.80796635951017,2.48055535221941,40.1932673832712
Upper middle income,2021-08-09,2.80634310030183,2.48873620884388,40.3081172006428
Upper middle income,2021-08-10,2.80415288949536,2.49554235913843,40.4577948647886
Upper middle income,2021-08-11,2.80092571361704,2.50354989286483,40.6041653000036
Upper middle income,2021-08-12,2.79829236632511,2.51255389469181,40.7677474353615
Upper middle income,2021-08-13,2.79519242734646,2.52158220448119,40.9340109290024
Upper middle income,2021-08-14,2.79216944373887,2.53069551295996,41.0457770398468
Upper middle income,2021-08-15,2.78914299349768,2.53941300546458,41.1282285002308
Upper middle income,2021-08-16,2.78889946496562,2.54665578852358,41.2543243528609
Upper middle income,2021-08-17,2.78710130255168,2.55350905034135,41.4060667289991
Upper middle income,2021-08-18,2.78476658792612,2.56145161767312,41.5715465877737
Upper middle income,2021-08-19,2.78186789577461,2.57047489959406,41.7216389520925
Upper middle income,2021-08-20,2.77904457163849,2.57948408764754,41.8586842353323
Upper middle income,2021-08-21,2.77622200745318,2.5882313910572,41.9639277359908
Upper middle income,2021-08-22,2.77372657150621,2.59682009886848,42.0335406728626
Upper middle income,2021-08-23,2.77362761535687,2.60371694874262,42.1657017184185
Upper middle income,2021-08-24,2.77197042617159,2.61014945319159,42.3118884582825
Upper middle income,2021-08-25,2.77005565163994,2.6175261279914,42.4419531994128
Upper middle income,2021-08-26,2.76829304973908,2.62582270476915,60.3637489814113
Upper middle income,2021-08-27,2.76653885506277,2.63388859344113,60.6442357091648
Upper middle income,2021-08-28,2.7649135077378,2.6418272810004,60.7312308582219
Upper middle income,2021-08-29,2.763579886883,2.64952997545886,60.7964562078795
Upper middle income,2021-08-30,2.76279548092146,2.65585927004139,60.8935597082934
Upper middle income,2021-08-31,2.76354852278251,2.6617282177398,61.0133067091204
Upper middle income,2021-09-01,2.76250682704236,2.66808597718385,61.1371684066325
Upper middle income,2021-09-02,2.76101049954987,2.67546102881353,61.2481999736096
Upper middle income,2021-09-03,2.75999880996941,2.68270290131367,61.3496451769895
Upper middle income,2021-09-04,2.75862355193876,2.68997739557444,61.4424773645956
Upper middle income,2021-09-05,2.75779011682763,2.69736373021598,61.5060234853715
Upper middle income,2021-09-06,2.75826572985796,2.70331443026352,62.4728299333792
Upper middle income,2021-09-07,2.75771519253471,2.70876095783348,62.5759506442263
Upper middle income,2021-09-08,2.75657610871032,2.71489974766831,62.7766576892162
Upper middle income,2021-09-09,2.75512175020445,2.72153316890752,62.9067347030963
Upper middle income,2021-09-10,2.75344169508371,2.72782065696188,63.1011127306302
Upper middle income,2021-09-11,2.75234888993038,2.73495215389331,63.2098378916239
Upper middle income,2021-09-12,2.75141831670559,2.74178518546876,63.2805241398455
Upper middle income,2021-09-13,2.75226966130475,2.74720720712874,63.3767244054674
Upper middle income,2021-09-14,2.75149101227553,2.75267669661759,63.4734837938142
Upper middle income,2021-09-15,2.750204966675,2.75872724142276,63.5762481594339
Upper middle income,2021-09-16,2.74913834978336,2.76512007717738,63.6663467305969
Upper middle income,2021-09-17,2.74871115191382,2.77125482888164,63.7655043330131
Upper middle income,2021-09-18,2.74693993372452,2.77804997329093,64.0686888384052
Upper middle income,2021-09-19,2.74606062498269,2.7845793928734,64.1421465902362
Upper middle income,2021-09-20,2.74110053905225,2.79523356487789,64.2084680548044
Upper middle income,2021-09-21,2.74002853664788,2.80044789994051,64.3722314705529
Upper middle income,2021-09-22,2.73902024456788,2.80611272409794,64.4641626007905
Upper middle income,2021-09-23,2.73854518884421,2.81155081910113,64.5504319552632
Upper middle income,2021-09-24,2.73663077949429,2.81832486229876,64.614304966667
Upper middle income,2021-09-25,2.73543145643997,2.82454932384473,64.6738875435272
Upper middle income,2021-09-26,2.73468143711004,2.83083966234419,64.7239603625022
Upper middle income,2021-09-27,2.73401207381381,2.83580588991431,64.8274223349714
Upper middle income,2021-09-28,2.73351016638109,2.84055417720259,64.8843883615851
Upper middle income,2021-09-29,2.7321078588167,2.84611729589517,64.9487507389878
Upper middle income,2021-09-30,2.73118387518535,2.85192741357381,65.0278762446003
Upper middle income,2021-10-01,2.73001254544743,2.85772775264217,65.1070478324087
Upper middle income,2021-10-02,2.72831778847781,2.8638125423781,65.1504623679289
Upper middle income,2021-10-03,2.72736462665979,2.86985758424065,65.212919974981
Upper middle income,2021-10-04,2.72652847054303,2.87461747125692,65.2691971044387
Upper middle income,2021-10-05,2.72553718639059,2.8792318668044,65.4683154617683
Upper middle income,2021-10-06,2.72418956123328,2.8844521007048,65.590427659009
Upper middle income,2021-10-07,2.72284596971334,2.89024899548533,65.6625555594309
Upper middle income,2021-10-08,2.72154049564162,2.89589758794148,65.7380568824532
Upper middle income,2021-10-09,2.72019841989893,2.90136505836504,65.8057758569121
Upper middle income,2021-10-10,2.71950584599358,2.90738108111286,65.8423618740616
Upper middle income,2021-10-11,2.71840341178952,2.91222287883633,65.9141601125894
Upper middle income,2021-10-12,2.71737641880914,2.91688272314739,65.9780917164759
Upper middle income,2021-10-13,2.71595509251385,2.92207959923375,66.0542019658332
Upper middle income,2021-10-14,2.71450520420712,2.92736230538932,66.1566786344452
Upper middle income,2021-10-15,2.7130007558028,2.93258851730654,66.239424324107
Upper middle income,2021-10-16,2.71156076550585,2.9382033003166,66.2782616386346
Upper middle income,2021-10-17,2.71038791062935,2.94446580738679,66.3678270577947
Upper middle income,2021-10-18,2.70963518678174,2.94917311952672,66.4587957273253
Upper middle income,2021-10-19,2.70835604198316,2.95391780416912,66.5334579109808
Upper middle income,2021-10-20,2.70677478760244,2.95914053220898,66.6771528867507
Upper middle income,2021-10-21,2.70533954322148,2.9646557079985,66.739326636978
Upper middle income,2021-10-22,2.70383810384116,2.97021431348633,66.8289547263408
Upper middle income,2021-10-23,2.70229155049325,2.97585661120954,66.9083925536397
Upper middle income,2021-10-24,2.70110883505096,2.98231587817087,66.970287197784
Upper middle income,2021-10-25,2.70005369635062,2.9871102872445,67.0212896577578
Upper middle income,2021-10-26,2.69910043130267,2.99175738373163,67.1138440457349
Upper middle income,2021-10-27,2.6977373981565,2.99685702796837,67.1651771177511
Upper middle income,2021-10-28,2.69652629910411,3.00235058788253,67.2641682858449
Upper middle income,2021-10-29,2.69516991251668,3.00787902615968,67.3529931831209
Upper middle income,2021-10-30,2.69393427726384,3.01318243763177,67.57603774116
Upper middle income,2021-10-31,2.69286411357272,3.01969895103224,67.6290080771717
Upper middle income,2021-11-01,2.69195217382022,3.02433092432452,67.6682874482273
Upper middle income,2021-11-02,2.69066745665952,3.02927680288376,67.7142295367635
Upper middle income,2021-11-03,2.68937340813877,3.03422763013242,67.778645755907
Upper middle income,2021-11-04,2.68801433486073,3.03935542251455,67.8669397577827
Upper middle income,2021-11-05,2.68642208383635,3.04485139738914,68.0676418936726
Upper middle income,2021-11-06,2.68522067916948,3.0502725876693,68.1070097868845
Upper middle income,2021-11-07,2.68439064487001,3.05678609226661,68.1816987330524
Upper middle income,2021-11-08,2.68357617890979,3.06146834424335,68.220292057397
Upper middle income,2021-11-09,2.68250159866621,3.06616591736251,68.2798963689011
Upper middle income,2021-11-10,2.68134874778079,3.07108535012552,68.3395919738275
Upper middle income,2021-11-11,2.68003888938694,3.07624239915947,68.3994943547924
Upper middle income,2021-11-12,2.67900418498162,3.08131706241204,68.4657116593458
Upper middle income,2021-11-13,2.67785057375915,3.08637007019973,68.5075538180861
Upper middle income,2021-11-14,2.67766599848998,3.09234012952027,68.5786364761246
Upper middle income,2021-11-15,2.67758612858475,3.09685028587391,68.6466942180661
Upper middle income,2021-11-16,2.67687454560194,3.10111205760845,68.687783305046
Upper middle income,2021-11-17,2.67611491370501,3.10547771223118,68.7489362396208
Upper middle income,2021-11-18,2.6752416829491,3.1100356135403,68.7993298524384
Upper middle income,2021-11-19,2.67456673971092,3.11480076596211,73.754278765534
Upper middle income,2021-11-20,2.67375003934126,3.11956195943239,73.8095259737506
Upper middle income,2021-11-21,2.67350840407727,3.12504154424764,73.8556881404025
Upper middle income,2021-11-22,2.67297905068539,3.12912916170429,73.9067360491398
Upper middle income,2021-11-23,2.67229372925034,3.13329904617377,73.9416018226696
Upper middle income,2021-11-24,2.67098766212343,3.13835882376858,74.001608799134
Upper middle income,2021-11-25,2.6701174392335,3.14310913012215,74.0511334616799
Upper middle income,2021-11-26,2.66924217863492,3.14792186914137,74.1039519719003
Upper middle income,2021-11-27,2.66844525677811,3.15251761802713,74.1473237903335
Upper middle income,2021-11-28,2.66835482948412,3.15769414510262,74.1958398307976
Upper middle income,2021-11-29,2.66802129271198,3.16172285336047,74.3266382052362
Upper middle income,2021-11-30,2.66750613389886,3.16571284307235,74.3833697035612
Upper middle income,2021-12-01,2.66672501437399,3.16999971455959,74.4613935121415
Upper middle income,2021-12-02,2.66595506525664,3.17464704858382,74.5221200676363
Upper middle income,2021-12-03,2.66506231827836,3.17933808943295,74.5608738482866
Upper middle income,2021-12-04,2.66383287967229,3.18427569378349,74.6087810415946
Upper middle income,2021-12-05,2.66340076151495,3.18955780609633,74.6727445942199
Upper middle income,2021-12-06,2.66271607308572,3.19364894701985,74.6941504076156
Upper middle income,2021-12-07,2.66207181064871,3.19753153037666,74.7366442889571
Upper middle income,2021-12-08,2.66109304759425,3.20187940930701,74.7958633152981
Upper middle income,2021-12-09,2.66000349911114,3.20666019958737,74.8396861374897
Upper middle income,2021-12-10,2.65872370409374,3.21156898277076,74.8702738284047
Upper middle income,2021-12-11,2.65768937029991,3.21616009968323,74.9451259625547
Upper middle income,2021-12-12,2.65743149134393,3.220886375201,74.9897898639993
Upper middle income,2021-12-13,2.65604381204014,3.22562626951204,75.0211885857251
Upper middle income,2021-12-14,2.65536371958067,3.22952670774026,75.0589848543579
Upper middle income,2021-12-15,2.65419445576539,3.23396093140352,75.1406351021309
Upper middle income,2021-12-16,2.65287352601193,3.23862449712903,75.1657924179981
Upper middle income,2021-12-17,2.65173898543928,3.24335437529269,75.2764736969438
Upper middle income,2021-12-18,2.65079687457713,3.24749706176515,75.6089531768072
Upper middle income,2021-12-19,2.65055586394206,3.25177138337604,75.6471699652717
Upper middle income,2021-12-20,2.64986264148025,3.2555204708872,75.668227113806
Upper middle income,2021-12-21,2.64928170193122,3.25927086485236,75.7044737696301
Upper middle income,2021-12-22,2.64816986988472,3.26345729773924,75.7410577281248
Upper middle income,2021-12-23,2.64683013804876,3.26805573871205,75.7614497332122
Upper middle income,2021-12-24,2.64562029692507,3.27258046400733,75.7774915631774
Upper middle income,2021-12-25,2.64461867894734,3.27664472364994,75.7891617209135
Upper middle income,2021-12-26,2.64382653872213,3.28115741373257,75.7943701967278
Upper middle income,2021-12-27,2.64237834041515,3.28544879842456,75.8181233516658
Upper middle income,2021-12-28,2.64022219378223,3.29077544894213,77.2266858828895
Upper middle income,2021-12-29,2.63751463297205,3.29685544834671,77.2718886768167
Upper middle income,2021-12-30,2.63440411221695,3.30367858254333,77.2845673774555
Upper middle income,2021-12-31,2.63120909408349,3.31038793647292,77.3074331334076
Upper middle income,2022-01-01,2.62831276913239,3.31663872504658,77.3106148635747
Upper middle income,2022-01-02,2.62532863197971,3.3235512919583,77.3378830528093
Upper middle income,2022-01-03,2.6218092532959,3.3304392341915,77.3532531278785
Upper middle income,2022-01-04,2.61735355467334,3.33873470246282,77.3837824638479
Upper middle income,2022-01-05,2.61131648332892,3.3492642862626,77.4010280130264
Upper middle income,2022-01-06,2.60356879103138,3.36202889614969,77.4196238813933
Upper middle income,2022-01-07,2.59522800131024,3.37628472431029,77.5366665620184
Upper middle income,2022-01-08,2.58671262202591,3.39010985813374,77.558714477763
Upper middle income,2022-01-09,2.57718419837079,3.40630450362804,77.578717792989
Upper middle income,2022-01-10,2.56811628939981,3.42105290453824,77.6003126067309
Upper middle income,2022-01-11,2.55926737268515,3.43580518522093,77.6221552904281
Upper middle income,2022-01-12,2.54852015875949,3.45335592997296,77.6440433041204
Upper middle income,2022-01-13,2.53649409816964,3.47361697294369,77.6720759668957
Upper middle income,2022-01-14,2.52316385198264,3.49527457565681,77.7475528235975
Upper middle income,2022-01-15,2.51088986150111,3.51562275515076,77.7613941495327
Upper middle income,2022-01-16,2.49821417204773,3.53768393338304,77.7919215060263
Upper middle income,2022-01-17,2.487999700744,3.55603953298149,77.8262630747838
Upper middle income,2022-01-18,2.47849784294815,3.57317530043394,77.8499274700285
Upper middle income,2022-01-19,2.46624720893145,3.5947063750561,77.8764535142089
Upper middle income,2022-01-20,2.45189771717846,3.61998895214986,77.8950884178379
Upper middle income,2022-01-21,2.4354574000857,3.64887120592395,77.9835023363554
Upper middle income,2022-01-22,2.42077757749264,3.67519965883339,78.0074269534843
Upper middle income,2022-01-23,2.40636919070052,3.70256864297395,78.0351721171994
Upper middle income,2022-01-24,2.39395724929497,3.72629820256078,78.0629786842528
Upper middle income,2022-01-25,2.382437122194,3.74905738353764,78.0901616372608
Upper middle income,2022-01-26,2.37156693554422,3.7708737797967,78.1281091378421
Upper middle income,2022-01-27,2.35781236866367,3.79809521381367,78.163802015526
Upper middle income,2022-01-28,2.34362764702965,3.82669808437816,78.3414575901474
Upper middle income,2022-01-29,2.32979006312735,3.85498134878549,78.3689225788626
Upper middle income,2022-01-30,2.31448974766704,3.88725947241507,78.3898505863979
Upper middle income,2022-01-31,2.30295860337673,3.91242209327741,78.4239714436075
Upper middle income,2022-02-01,2.29222545080496,3.93556553008995,78.4560676534142
Upper middle income,2022-02-02,2.28221419460752,3.95825384583439,78.4891973079288
Upper middle income,2022-02-03,2.26954824172293,3.98679139369861,78.5161861535433
Upper middle income,2022-02-04,2.25736546641197,4.01460908540579,78.599820627824
Upper middle income,2022-02-05,2.24304815925412,4.04694469301162,78.6274542282849
Upper middle income,2022-02-06,2.23068865662528,4.07606543402599,78.6527182774855
Upper middle income,2022-02-07,2.22037827759661,4.10167901905732,78.6978993763582
Upper middle income,2022-02-08,2.21225705966422,4.12198329377879,78.7318665470694
Upper middle income,2022-02-09,2.2033610767894,4.14408065682806,78.7651338939182
Upper middle income,2022-02-10,2.19233356247599,4.17193389992,78.7979144480867
Upper middle income,2022-02-11,2.18192384178572,4.1990936534721,78.8561607996259
Upper middle income,2022-02-12,2.1717182203817,4.22520875848349,78.8768801704155
Upper middle income,2022-02-13,2.1623620427377,4.2516707468281,78.907049202206
Upper middle income,2022-02-14,2.1542301966975,4.27347776037203,78.9299015373124
Upper middle income,2022-02-15,2.14783624757795,4.29159471437214,78.9795914069057
Upper middle income,2022-02-16,2.14071249919995,4.31126694248154,79.0098221587506
Upper middle income,2022-02-17,2.13255270939426,4.33394694442776,79.0421581622515
Upper middle income,2022-02-18,2.12462857552699,4.35735768964773,79.1544729441887
Upper middle income,2022-02-19,2.1173381599084,4.37929594243494,79.1797027484586
Upper middle income,2022-02-20,2.11080509363689,4.40081189386225,79.2059463610367
Upper middle income,2022-02-21,2.10472102801281,4.41914231452896,79.225195812712
Upper middle income,2022-02-22,2.09969595050508,4.43477526397992,79.2473696627048
Upper middle income,2022-02-23,2.09386498862874,4.45196922801989,79.274532108344
Upper middle income,2022-02-24,2.08785658970562,4.47041647734631,79.2952132752513
Upper middle income,2022-02-25,2.08131701334652,4.49021475847248,79.367288917513
Upper middle income,2022-02-26,2.07632932168229,4.50702810891218,79.3827577288334
Upper middle income,2022-02-27,2.07256047574894,4.51996687307716,79.3921760349382
Upper middle income,2022-02-28,2.06747679022969,4.53764129547504,79.4074982066939
Upper middle income,2022-03-01,2.06405802268297,4.54980264032771,79.4208671109429
Upper middle income,2022-03-02,2.0600980565981,4.56271468156985,79.4321877328482
Upper middle income,2022-03-03,2.05617075404772,4.57565768181297,79.447035899337
Upper middle income,2022-03-04,2.05250569722461,4.58814108737275,79.489982328428
Upper middle income,2022-03-05,2.04868261159887,4.60123080635964,79.5048758645014
Upper middle income,2022-03-06,2.04575012814616,4.61340565123704,79.6359126074118
Upper middle income,2022-03-07,2.04317858764081,4.62375003528416,79.6490520112404
Upper middle income,2022-03-08,2.04099881020609,4.63250941349598,79.6594564525823
Upper middle income,2022-03-09,2.03869092312086,4.64127235476418,79.6802637120959
Upper middle income,2022-03-10,2.03601839730592,4.65150240429106,79.7185530681419
Upper middle income,2022-03-11,2.03377407406297,4.66099585129592,79.7400609037186
Upper middle income,2022-03-12,2.03139855071524,4.67079243521958,79.7583385911509
Upper middle income,2022-03-13,2.02951254204822,4.67946934847099,79.7641468877118
Upper middle income,2022-03-14,2.02788821447367,4.68672772979902,79.9043994363562
Upper middle income,2022-03-15,2.02647516828369,4.69300627062292,79.9252149700784
Upper middle income,2022-03-16,2.02505765303982,4.69933326901357,79.9417914168585
Upper middle income,2022-03-17,2.0231515555962,4.70716949890719,79.9909099305667
Upper middle income,2022-03-18,2.02124473222136,4.71491447496801,80.0256505616386
Upper middle income,2022-03-19,2.01955994233438,4.72235089034643,80.0325139583724
Upper middle income,2022-03-20,2.01811226716649,4.72937347652122,80.0459199579971
Upper middle income,2022-03-21,2.01679464287797,4.73532730414047,80.0956489816211
Upper middle income,2022-03-22,2.01582867185182,4.7400454638076,80.106113044773
Upper middle income,2022-03-23,2.01469250754769,4.74502158875655,80.136552156237
Upper middle income,2022-03-24,2.01318410173435,4.75134177775056,80.1839289292188
Upper middle income,2022-03-25,2.01156504468074,4.75770682166543,80.2003387437289
Upper middle income,2022-03-26,2.01009490431418,4.76359524740537,80.2185908167448
Upper middle income,2022-03-27,2.00871531483396,4.76935809520273,80.2259305149373
Upper middle income,2022-03-28,2.00800785734163,4.7728660825656,80.2341181017794
Upper middle income,2022-03-29,2.00683978615924,4.77793247160947,80.2474470997968
Upper middle income,2022-03-30,2.00580393802072,4.78212892064373,80.2627683214041
Upper middle income,2022-03-31,2.00454647352082,4.78730718965789,80.3571640573283
Upper middle income,2022-04-01,2.00320183588533,4.79257995884512,80.3655603996847
Upper middle income,2022-04-02,2.00203185587781,4.79749068191475,80.3688502884076
Upper middle income,2022-04-03,2.0010297469585,4.80227333290234,80.3820946836309
Upper middle income,2022-04-04,2.00021273442924,4.80580246106638,80.3969447504164
Upper middle income,2022-04-05,1.99948596348546,4.80893723806834,80.44495685594
Upper middle income,2022-04-06,1.99869973654158,4.81250069034217,80.4520575126391
Upper middle income,2022-04-07,1.99765739102026,4.81670026694814,80.4611552624383
Upper middle income,2022-04-08,1.99662376554108,4.82086136254522,80.4739507125578
Upper middle income,2022-04-09,1.99576435563159,4.82468095898316,80.4775665021709
Upper middle income,2022-04-10,1.99480366442847,4.82872518633102,80.4794241214087
