IncomeType,PopulationSize,Date,TotalCases,TotalDeaths,TotalPeopleVaccinated,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Lower middle income,3432097300,2023-05-29,97364434,1337986,2265075387,1.37420405483998,2.83687860481112,65.9968290234662
Lower middle income,3432097300,2023-05-30,97367688,1337998,2265082407,1.37417045375464,2.83697341564297,65.9970335631219
Lower middle income,3432097300,2023-05-31,97370223,1338011,2265086446,1.37414802880753,2.83704727718529,65.9971512462657
Lower middle income,3432097300,2023-06-01,97373605,1338016,2265091012,1.3741054364784,2.83714581751514,65.997284284452
Lower middle income,3432097300,2023-06-02,97375203,1338035,2265291488,1.37410239853364,2.83719237796667,66.0031254941403
Lower middle income,3432097300,2023-06-03,97379927,1338047,2265292939,1.37404806228701,2.83733001975206,66.0031677714965
Lower middle income,3432097300,2023-06-04,97384175,1338088,2265316375,1.37403022616354,2.83745379246678,66.00385061927
Lower middle income,3432097300,2023-06-05,97387678,1338110,2265322273,1.37400339291383,2.8375558583377,66.0040224675448
Lower middle income,3432097300,2023-06-06,97390401,1338139,2265514032,1.3739947533433,2.83763519758021,66.0096096925923
Lower middle income,3432097300,2023-06-07,97391784,1338145,2265517140,1.37398140278445,2.83767549364058,66.0097002494655
Lower middle income,3432097300,2023-06-08,97395014,1338152,2265521800,1.37394302340775,2.83776960519155,66.0098360265019
Lower middle income,3432097300,2023-06-09,97396690,1338159,2265522551,1.37392656773038,2.83781843830593,66.0098579081659
Lower middle income,3432097300,2023-06-10,97399243,1338159,2265523418,1.37389055477567,2.83789282430891,66.0098831696875
Lower middle income,3432097300,2023-06-11,97402386,1338183,2265925026,1.37387086184932,2.83798440096672,66.0215847027414
Lower middle income,3432097300,2023-06-12,97405519,1338208,2265927365,1.3738523378742,2.8380756862575,66.0216528534899
Lower middle income,3432097300,2023-06-13,97406873,1338219,2265933183,1.37384453353718,2.83811513735348,66.0218223708285
Lower middle income,3432097300,2023-06-14,97408008,1338222,2265936533,1.37383160530292,2.83814820751148,66.0219199787838
Lower middle income,3432097300,2023-06-15,97409330,1338230,2265940131,1.3738211729821,2.83818672623297,66.0220248126415
Lower middle income,3432097300,2023-06-16,97410701,1338236,2265941357,1.37380799672102,2.8382266726529,66.0220605342395
Lower middle income,3432097300,2023-06-17,97412309,1338237,2265942536,1.37378634562497,2.83827352447147,66.0220948864125
Lower middle income,3432097300,2023-06-18,97415101,1338266,2266196347,1.37377674124672,2.83835487414649,66.02949010216
Lower middle income,3432097300,2023-06-19,97417997,1338277,2266199915,1.37374719375517,2.83843925403863,66.0295940619166
Lower middle income,3432097300,2023-06-20,97419047,1338283,2266207335,1.37373854622084,2.83846984757687,66.0298102562535
Lower middle income,3432097300,2023-06-21,97419929,1338290,2266209548,1.37373329434473,2.838495546149,66.0298747357775
Lower middle income,3432097300,2023-06-22,97420908,1338297,2266212339,1.37372667477088,2.83852407098132,66.0299560563158
Lower middle income,3432097300,2023-06-23,97421957,1338303,2266213313,1.3737180418168,2.83855463538286,66.0299844354646
Lower middle income,3432097300,2023-06-24,97423133,1338307,2266214196,1.37370556539174,2.83858890014569,66.0300101631734
Lower middle income,3432097300,2023-06-25,97425100,1338327,2266216608,1.3736983590471,2.83864621204067,66.0300804409012
Lower middle income,3432097300,2023-06-26,97427276,1338332,2266219237,1.37367281006604,2.83870961350659,66.0301570412937
Lower middle income,3432097300,2023-06-27,97428031,1338338,2266219762,1.37366832344174,2.83873161171742,66.0301723380628
Lower middle income,3432097300,2023-06-28,97428665,1338342,2266220549,1.37366349010325,2.83875008438718,66.0301952686481
Lower middle income,3432097300,2023-06-29,97429460,1338346,2266221700,1.3736563868875,2.83877324806613,66.0302288049934
Lower middle income,3432097300,2023-06-30,97430242,1338349,2266225104,1.37364844069668,2.83879603296795,66.0303279863307
Lower middle income,3432097300,2023-07-01,97430951,1338352,2266225617,1.37364152383158,2.83881669089044,66.0303429334594
Lower middle income,3432097300,2023-07-02,97432472,1338518,2266869749,1.37379045458274,2.83886100781583,66.049110816293
Lower middle income,3432097300,2023-07-03,97434379,1338527,2266871402,1.37377280353991,2.83891657150862,66.0491589792632
Lower middle income,3432097300,2023-07-04,97434706,1338529,2266877177,1.37377024568638,2.83892609921053,66.0493272437235
Lower middle income,3432097300,2023-07-05,97435039,1338534,2266878012,1.3737706822286,2.83893580173266,66.0493515728706
Lower middle income,3432097300,2023-07-06,97435333,1338535,2266881873,1.37376756335405,2.83894436792337,66.0494640696812
Lower middle income,3432097300,2023-07-07,97435596,1338537,2266892772,1.37376590789264,2.83895203087628,66.0497816306082
Lower middle income,3432097300,2023-07-08,97435898,1338539,2266913953,1.37376370257295,2.83896083016061,66.0503987751163
Lower middle income,3432097300,2023-07-09,97436330,1338540,2266933525,1.37375863807678,2.83897341721635,66.0509690386692
Lower middle income,3432097300,2023-07-10,97440063,1338549,2266933874,1.37371524482697,2.83908218452898,66.0509792073785
Lower middle income,3432097300,2023-07-11,97440293,1338552,2266959445,1.37371508109074,2.83908888597069,66.0517242620132
Lower middle income,3432097300,2023-07-12,97440561,1338555,2266963171,1.3737143816321,2.83909669460711,66.0518328253689
Lower middle income,3432097300,2023-07-13,97440868,1338557,2266963533,1.37371210609495,2.83910563957496,66.0518433728554
Lower middle income,3432097300,2023-07-14,97441103,1338558,2266963697,1.37370981935621,2.83911248670019,66.0518481512747
Lower middle income,3432097300,2023-07-15,97441370,1338561,2266965346,1.37370913401566,2.83912026619991,66.0518961976981
Lower middle income,3432097300,2023-07-16,97441760,1338589,2266965584,1.37373237100808,2.83913162951412,66.0519031322335
Lower middle income,3432097300,2023-07-17,97444746,1338594,2266975281,1.37369540683086,2.83921863170954,66.0521856708433
Lower middle income,3432097300,2023-07-18,97444948,1338597,2266976264,1.37369563786929,2.83922451732356,66.0522143122225
Lower middle income,3432097300,2023-07-19,97445216,1338600,2266977709,1.37369493849755,2.83923232595999,66.0522564147584
Lower middle income,3432097300,2023-07-20,97445514,1338602,2266978829,1.37369279000365,2.83924100869751,66.0522890478659
Lower middle income,3432097300,2023-07-21,97445736,1338603,2266979076,1.37369068668125,2.8392474770456,66.0522962446315
Lower middle income,3432097300,2023-07-22,97445947,1338603,2266980834,1.37368771222471,2.83925362488995,66.0523474669556
Lower middle income,3432097300,2023-07-23,97446212,1338638,2274773838,1.37371989380152,2.83926134611627,66.2794099106689
Lower middle income,3432097300,2023-07-24,97448700,1338641,2274776432,1.3736878993768,2.83933383823355,66.2794854912767
Lower middle income,3432097300,2023-07-25,97448942,1338643,2274777286,1.37368654038337,2.8393408893157,66.2795103740212
Lower middle income,3432097300,2023-07-26,97449138,1338645,2274778351,1.37368582983258,2.8393466001095,66.27954140461
Lower middle income,3432097300,2023-07-27,97449318,1338648,2274780006,1.37368637100159,2.83935184471606,66.2795896258536
Lower middle income,3432097300,2023-07-28,97449487,1338651,2274780293,1.37368706722899,2.83935676881888,66.2795979880873
Lower middle income,3432097300,2023-07-29,97449664,1338655,2274780421,1.37368867685372,2.83936192601533,66.2796017175853
Lower middle income,3432097300,2023-07-30,97450080,1338710,2274782547,1.37373925193289,2.83937404688381,66.2796636622161
Lower middle income,3432097300,2023-07-31,97452026,1338746,2274782980,1.37374876126229,2.83943074690802,66.2796762784086
Lower middle income,3432097300,2023-08-01,97452249,1338748,2274783511,1.3737476699999,2.83943724439281,66.2796917499979
Lower middle income,3432097300,2023-08-02,97452419,1338748,2274784411,1.37374527357807,2.83944219763233,66.2797179730307
Lower middle income,3432097300,2023-08-03,97452616,1338749,2274785143,1.37374352269825,2.83944793756284,66.2797393010973
Lower middle income,3432097300,2023-08-04,97452893,1338756,2274785435,1.37374680092873,2.8394560084296,66.2797478090146
Lower middle income,3432097300,2023-08-05,97453074,1338757,2274785648,1.37374527559798,2.83946128217286,66.2797540151324
Lower middle income,3432097300,2023-08-06,97453933,1338758,2275299769,1.37373419295453,2.83948631060081,66.2947338060608
Lower middle income,3432097300,2023-08-07,97454635,1338759,2275300713,1.37372532358261,2.83950676456638,66.2947613111085
Lower middle income,3432097300,2023-08-08,97455355,1338749,2275304285,1.37370491339342,2.8395277429926,66.294865387412
Lower middle income,3432097300,2023-08-09,97455509,1338749,2275305195,1.37370274265357,2.83953223004488,66.2948919018118
Lower middle income,3432097300,2023-08-10,97455653,1338751,2275305936,1.37370276509255,2.83953642573012,66.2949134921088
Lower middle income,3432097300,2023-08-11,97455769,1338751,2275306579,1.37370112999673,2.83953980558768,66.2949322270088
Lower middle income,3432097300,2023-08-12,97455922,1338752,2275306696,1.37369999947258,2.83954426350325,66.2949356360031
Lower middle income,3432097300,2023-08-13,97456196,1338755,2275317150,1.37369921559426,2.8395522469599,66.2952402310972
Lower middle income,3432097300,2023-08-14,97391617,1338786,2275317978,1.37464192631692,2.83767062781116,66.2952643562873
Lower middle income,3432097300,2023-08-15,97393006,1338799,2275319578,1.37463566942374,2.83771109869175,66.2953109750123
Lower middle income,3432097300,2023-08-16,97393150,1338799,2275320105,1.37463363696523,2.837715294377,66.2953263300548
Lower middle income,3432097300,2023-08-17,97393375,1338801,2275325247,1.37463251478861,2.83772185013519,66.2954761509821
Lower middle income,3432097300,2023-08-18,97393488,1338801,2275325801,1.37463091988245,2.83772514258264,66.2954922927156
Lower middle income,3432097300,2023-08-19,97393829,1338806,2275329578,1.37463124075346,2.83773507819839,66.2956023420432
Lower middle income,3432097300,2023-08-20,97394302,1338806,2275467649,1.3746245647923,2.83774885985896,66.2996252757753
Lower middle income,3432097300,2023-08-21,97395051,1338817,2276670649,1.37462528768531,2.83777068324957,66.3346767295904
Lower middle income,3432097300,2023-08-22,97395229,1338817,2276671683,1.37462277541336,2.83777586958272,66.3347068569414
Lower middle income,3432097300,2023-08-23,97395369,1338817,2276672577,1.37462079947559,2.83777994872115,66.3347329051539
Lower middle income,3432097300,2023-08-24,97395498,1338817,2276673806,1.3746189787951,2.83778370735585,66.334768714162
Lower middle income,3432097300,2023-08-25,97395618,1338818,2276674847,1.3746183118834,2.83778720376022,66.33479904547
Lower middle income,3432097300,2023-08-26,97395958,1338823,2276675084,1.37461864690524,2.83779711023927,66.3348059508686
Lower middle income,3432097300,2023-08-27,97396682,1338829,2276675612,1.37461458902676,2.83781820521231,66.3348213350478
Lower middle income,3432097300,2023-08-28,97397791,1338839,2276676653,1.37460920443257,2.83785051781603,66.3348516663557
Lower middle income,3432097300,2023-08-29,97397987,1338840,2276677759,1.37460746493662,2.83785622860984,66.3348838915493
Lower middle income,3432097300,2023-08-30,97398163,1338842,2276678253,1.37460703442631,2.83786135666958,66.3348982850807
Lower middle income,3432097300,2023-08-31,97398308,1338843,2276678752,1.3746060147164,2.83786558149153,66.3349128242955
Lower middle income,3432097300,2023-09-01,97398438,1338843,2276679855,1.37460417999722,2.83786936926293,66.334944962079
Lower middle income,3432097300,2023-09-02,97398870,1338936,2276680313,1.37469356677341,2.83788195631866,66.334958306689
Lower middle income,3432097300,2023-09-03,97399985,1338937,2276681138,1.37467885647005,2.83791444374261,66.3349823444691
Lower middle income,3432097300,2023-09-04,97400754,1338949,2276682628,1.37468032331659,2.83793684986728,66.3350257581567
Lower middle income,3432097300,2023-09-05,97400926,1338949,2276683769,1.37467789577278,2.83794186138021,66.3350590031349
Lower middle income,3432097300,2023-09-06,97401054,1338950,2276684773,1.37467711591704,2.83794559087821,66.3350882563848
Lower middle income,3432097300,2023-09-07,97401233,1338950,2276688631,1.37467458959169,2.83795080634806,66.3352006657853
Lower middle income,3432097300,2023-09-08,97401301,1338950,2276689865,1.37467362987277,2.83795278764387,66.3352366204769
Lower middle income,3432097300,2023-09-09,97401754,1338951,2276689906,1.37466826316085,2.83796598657037,66.3352378150818
Lower middle income,3432097300,2023-09-10,97402988,1338974,2276690092,1.37467446070546,2.83800194126198,66.3352432345085
Lower middle income,3432097300,2023-09-11,97404341,1338989,2276690244,1.37467076544361,2.83804136322126,66.3352476632874
Lower middle income,3432097300,2023-09-12,97404502,1338989,2276690626,1.37466849324891,2.83804605423046,66.335258793508
Lower middle income,3432097300,2023-09-13,97404717,1338990,2276690729,1.37466648560767,2.83805231862162,66.3352617945884
Lower middle income,3432097300,2023-09-14,97404824,1338991,2276690774,1.37466600216843,2.83805543624885,66.33526310574
Lower middle income,3432097300,2023-09-15,97404927,1338991,2276690817,1.37466454853973,2.83805843732927,66.3352643586183
Lower middle income,3432097300,2023-09-16,97405322,1338991,2276691041,1.3746589739727,2.83806994632699,66.3352708852398
Lower middle income,3432097300,2023-09-17,97406890,1339000,2278661845,1.37464608509727,2.83811563267743,66.3926936162329
Lower middle income,3432097300,2023-09-18,97408177,1339004,2278661926,1.37463202909546,2.8381531316143,66.3926959763058
Lower middle income,3432097300,2023-09-19,97409657,1339007,2278661977,1.37461422331053,2.83819625393488,66.3926974622777
Lower middle income,3432097300,2023-09-20,97409770,1339008,2278662047,1.37461365528324,2.83819954638232,66.3926995018469
Lower middle income,3432097300,2023-09-21,97409855,1339008,2278662107,1.3746124557931,2.83820202300209,66.3927012500491
Lower middle income,3432097300,2023-09-22,97409957,1339008,2278662158,1.3746110164077,2.8382049949458,66.3927027360209
Lower middle income,3432097300,2023-09-23,97410291,1339008,2278662247,1.37460630314717,2.83821472660463,66.3927053291875
Lower middle income,3432097300,2023-09-24,97411362,1339030,2278662824,1.37461377452047,2.83824593201364,66.3927221410652
Lower middle income,3432097300,2023-09-25,97412847,1339041,2278662844,1.37460411150903,2.83828920001773,66.3927227237992
Lower middle income,3432097300,2023-09-26,97413009,1339042,2278663069,1.37460285206876,2.83829392016363,66.3927292795574
Lower middle income,3432097300,2023-09-27,97413097,1339042,2278663152,1.37460161029476,2.8382964841935,66.3927316979038
Lower middle income,3432097300,2023-09-28,97413185,1339042,2278663195,1.37460036852301,2.83829904822337,66.392732950782
Lower middle income,3432097300,2023-09-29,97413261,1339042,2278663219,1.37459929608557,2.83830126261281,66.3927336500629
Lower middle income,3432097300,2023-09-30,97413515,1339088,2278663279,1.37464293327266,2.83830866333539,66.3927353982651
Lower middle income,3432097300,2023-10-01,97414859,1339113,2279578673,1.3746496312231,2.83834782306434,66.4194069614518
Lower middle income,3432097300,2023-10-02,97420698,1339113,2279578685,1.37456724032094,2.83851795227367,66.4194073110923
Lower middle income,3432097300,2023-10-03,97420839,1339113,2279578701,1.37456525086999,2.83852206054881,66.4194077772795
Lower middle income,3432097300,2023-10-04,97420888,1339115,2279578784,1.37456661244968,2.83852348824726,66.4194101956259
Lower middle income,3432097300,2023-10-05,97421201,1339115,2279578863,1.37456219616919,2.83853260803533,66.4194124974254
Lower middle income,3432097300,2023-10-06,97421283,1339115,2279578911,1.37456103919305,2.83853499724498,66.4194138959872
Lower middle income,3432097300,2023-10-07,97421517,1339115,2279581796,1.37455773758891,2.8385418152335,66.4194979553756
Lower middle income,3432097300,2023-10-08,97422579,1339141,2279631354,1.37456944144334,2.83857275841218,66.4209419121072
Lower middle income,3432097300,2023-10-09,97423867,1339147,2279631376,1.37455742749361,2.83861028648576,66.4209425531147
Lower middle income,3432097300,2023-10-10,97424051,1339149,2279631435,1.37455688431597,2.83861564763913,66.4209442721802
Lower middle income,3432097300,2023-10-11,97424108,1339149,2279631509,1.37455608010288,2.8386173084312,66.4209464282962
Lower middle income,3432097300,2023-10-12,97424206,1339149,2279631553,1.37455469742294,2.83862016382811,66.4209477103111
Lower middle income,3432097300,2023-10-13,97424252,1339151,2279631587,1.3745561012878,2.83862150411645,66.420948700959
Lower middle income,3432097300,2023-10-14,97424508,1339151,2279631646,1.37455248940031,2.83862896311244,66.4209504200245
Lower middle income,3432097300,2023-10-15,97425986,1339195,2279657497,1.37457679925354,2.8386720271596,66.421703632936
Lower middle income,3432097300,2023-10-16,97427858,1339208,2279657534,1.37456373104292,2.83872657106778,66.4217047109941
Lower middle income,3432097300,2023-10-17,97427888,1339208,2279734970,1.37456330778719,2.83872744516888,66.4239609407344
Lower middle income,3432097300,2023-10-18,97427936,1339208,2279769099,1.37456263057856,2.83872884373062,66.4249553472741
Lower middle income,3432097300,2023-10-19,97427995,1339208,2279769160,1.37456179817721,2.83873056279611,66.424957124613
Lower middle income,3432097300,2023-10-20,97428043,1339209,2279769183,1.3745621473686,2.83873196135786,66.4249577947572
Lower middle income,3432097300,2023-10-21,97429462,1340462,2279769219,1.3758281863447,2.83877330633954,66.4249588436785
Lower middle income,3432097300,2023-10-22,97430556,1340512,2279853329,1.37586405644652,2.83880518189272,66.4274095317752
Lower middle income,3432097300,2023-10-23,97432154,1340517,2279853333,1.375846622461,2.83885174234425,66.427409648322
Lower middle income,3432097300,2023-10-24,97432172,1340519,2279853353,1.37584842099179,2.83885226680491,66.4274102310561
Lower middle income,3432097300,2023-10-25,97432232,1340519,2279853373,1.37584757372694,2.83885401500709,66.4274108137902
Lower middle income,3432097300,2023-10-26,97432264,1340519,2279853407,1.37584712185278,2.83885494738159,66.4274118044381
Lower middle income,3432097300,2023-10-27,97432298,1340519,2279853435,1.37584664173681,2.8388559380295,66.4274126202657
Lower middle income,3432097300,2023-10-28,97432465,1340519,2279853466,1.375844283525,2.83886080385891,66.4274135235035
Lower middle income,3432097300,2023-10-29,97433596,1340569,2279853510,1.3758796298558,2.8388937574701,66.4274148055185
Lower middle income,3432097300,2023-10-30,97435065,1340592,2279853518,1.37588249158555,2.83893655928694,66.4274150386121
Lower middle income,3432097300,2023-10-31,97435096,1340592,2279853558,1.37588205383407,2.83893746252474,66.4274162040802
Lower middle income,3432097300,2023-11-01,97435142,1340593,2279853581,1.37588243059162,2.83893880281308,66.4274168742244
Lower middle income,3432097300,2023-11-02,97435171,1340593,2279853604,1.37588202108251,2.83893964777747,66.4274175443686
Lower middle income,3432097300,2023-11-03,97435197,1340593,2279853644,1.37588165393662,2.83894040533175,66.4274187098367
Lower middle income,3432097300,2023-11-04,97435216,1340593,2279853682,1.37588138563782,2.83894095892911,66.4274198170314
Lower middle income,3432097300,2023-11-05,97436167,1340646,2280506298,1.37592235129693,2.83896866793374,66.446434895654
Lower middle income,3432097300,2023-11-06,97437407,1340652,2280506309,1.3759109989452,2.83900479744557,66.4464352161578
Lower middle income,3432097300,2023-11-07,97437418,1340652,2280507525,1.37591084361451,2.83900511794931,66.4464706463887
Lower middle income,3432097300,2023-11-08,97437438,1340653,2280507556,1.37591158749474,2.83900570068337,66.4464715496265
Lower middle income,3432097300,2023-11-09,97437457,1340653,2280507591,1.37591131919627,2.83900625428073,66.4464725694111
Lower middle income,3432097300,2023-11-10,97437481,1340653,2280507616,1.3759109802931,2.8390069535616,66.4464732978287
Lower middle income,3432097300,2023-11-11,97437693,1340653,2280507638,1.37590798665564,2.83901313054266,66.4464739388362
Lower middle income,3432097300,2023-11-12,97438366,1340682,2280507657,1.37592824575897,2.83903273954383,66.4464744924335
Lower middle income,3432097300,2023-11-13,97439567,1340693,2280507663,1.37592257568222,2.83906773272424,66.4464746672538
Lower middle income,3432097300,2023-11-14,97439592,1340693,2280507673,1.37592222266284,2.83906846114182,66.4464749586208
Lower middle income,3432097300,2023-11-15,97439609,1340693,2280507698,1.37592198260976,2.83906895646577,66.4464756870384
Lower middle income,3432097300,2023-11-16,97439636,1340693,2280507727,1.37592160134917,2.83906974315676,66.4464765320028
Lower middle income,3432097300,2023-11-17,97439668,1340693,2280507748,1.37592114948503,2.83907067553126,66.4464771438735
Lower middle income,3432097300,2023-11-18,97439794,1340693,2280507774,1.37591937027289,2.83907434675585,66.4464779014278
Lower middle income,3432097300,2023-11-19,97440225,1340719,2280539956,1.3759399672979,2.83908690467488,66.4474155788066
Lower middle income,3432097300,2023-11-20,97441605,1340720,2280539974,1.37592150704004,2.83912711332514,66.4474161032672
Lower middle income,3432097300,2023-11-21,97441625,1340720,2280540019,1.37592122463064,2.8391276960592,66.4474174144189
Lower middle income,3432097300,2023-11-22,97441657,1340720,2280540691,1.37592077277586,2.8391286284337,66.4474369942834
Lower middle income,3432097300,2023-11-23,97441688,1340720,2280542643,1.37592033504181,2.83912953167149,66.4474938691278
Lower middle income,3432097300,2023-11-24,97441732,1340722,2280542674,1.37592176625104,2.83913081368643,66.4474947723656
Lower middle income,3432097300,2023-11-25,97441886,1340722,2280542703,1.37591959170413,2.83913530073871,66.44749561733
Lower middle income,3432097300,2023-11-26,97442221,1340740,2280547583,1.37593333386767,2.83914506153424,66.447637804441
Lower middle income,3432097300,2023-11-27,97443535,1340749,2280547596,1.3759240158929,2.8391833471621,66.4476381832182
Lower middle income,3432097300,2023-11-28,97443561,1340749,2280547624,1.37592364876731,2.83918410471638,66.4476389990459
Lower middle income,3432097300,2023-11-29,97443649,1340749,2280547652,1.37592240618986,2.83918666874625,66.4476398148736
Lower middle income,3432097300,2023-11-30,97443710,1340749,2280547690,1.37592154485908,2.83918844608514,66.4476409220683
Lower middle income,3432097300,2023-12-01,97443792,1340749,2280547737,1.37592038700629,2.83919083529479,66.4476422914933
Lower middle income,3432097300,2023-12-02,97444001,1340751,2280547756,1.37591948836337,2.83919692486574,66.4476428450907
Lower middle income,3432097300,2023-12-03,97444380,1340770,2280547791,1.37593363516706,2.83920796767621,66.4476438648753
Lower middle income,3432097300,2023-12-04,97444380,1340770,2280547801,1.37593363516706,2.83920796767621,66.4476441562423
Lower middle income,3432097300,2023-12-05,97444380,1340770,2280547826,1.37593363516706,2.83920796767621,66.4476448846599
Lower middle income,3432097300,2023-12-06,97444380,1340770,2280547858,1.37593363516706,2.83920796767621,66.4476458170344
Upper middle income,2525921300,2020-01-03,0,0,0,0,0,0
Upper middle income,2525921300,2020-01-04,1,0,0,0,3.95895153186285e-08,0
Upper middle income,2525921300,2020-01-05,1,0,0,0,3.95895153186285e-08,0
Upper middle income,2525921300,2020-01-06,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-07,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-08,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-09,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-10,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-11,4,0,0,0,1.58358061274514e-07,0
Upper middle income,2525921300,2020-01-12,45,1,0,2.22222222222222,1.78152818933828e-06,0
Upper middle income,2525921300,2020-01-13,46,1,0,2.17391304347826,1.82111770465691e-06,0
Upper middle income,2525921300,2020-01-14,50,1,0,2.0,1.97947576593143e-06,0
Upper middle income,2525921300,2020-01-15,50,1,0,2.0,1.97947576593143e-06,0
Upper middle income,2525921300,2020-01-16,50,1,0,2.0,1.97947576593143e-06,0
Upper middle income,2525921300,2020-01-17,51,2,0,3.92156862745098,2.01906528125005e-06,0
Upper middle income,2525921300,2020-01-18,55,2,0,3.63636363636364,2.17742334252457e-06,0
Upper middle income,2525921300,2020-01-19,131,3,0,2.29007633587786,5.18622650674033e-06,0
Upper middle income,2525921300,2020-01-20,208,4,0,1.92307692307692,8.23461918627473e-06,0
Upper middle income,2525921300,2020-01-21,301,6,0,1.99335548172757,1.19164441109072e-05,0
Upper middle income,2525921300,2020-01-22,449,17,0,3.78619153674833,1.77756923780642e-05,0
Upper middle income,2525921300,2020-01-23,578,18,0,3.11418685121107,2.28827398541673e-05,0
Upper middle income,2525921300,2020-01-24,843,26,0,3.08422301304864,3.33739614136038e-05,0
Upper middle income,2525921300,2020-01-25,1305,42,0,3.2183908045977,5.16643174908102e-05,0
Upper middle income,2525921300,2020-01-26,1994,56,0,2.80842527582748,7.89414935453452e-05,0
Upper middle income,2525921300,2020-01-27,2777,82,0,2.95282679150162,0.000109940084039831,0
Upper middle income,2525921300,2020-01-28,4551,131,0,2.8784882443419,0.000180171884215078,0
Upper middle income,2525921300,2020-01-29,6019,133,0,2.20966938029573,0.000238289292702825,0
Upper middle income,2525921300,2020-01-30,7761,171,0,2.20332431387708,0.000307254228387876,0
Upper middle income,2525921300,2020-01-31,9751,213,0,2.18439134447749,0.000386037363871947,0
Upper middle income,2525921300,2020-02-01,11850,259,0,2.18565400843882,0.000469135756525748,0
Upper middle income,2525921300,2020-02-02,14444,361,0,2.49930767100526,0.00057183095926227,0
Upper middle income,2525921300,2020-02-03,17271,425,0,2.46077239302878,0.000683750519068033,0
Upper middle income,2525921300,2020-02-04,20511,491,0,2.39383745307396,0.000812020548700389,0
Upper middle income,2525921300,2020-02-05,24400,563,0,2.30737704918033,0.000965984173774535,0
Upper middle income,2525921300,2020-02-06,28103,633,0,2.25242856634523,0.00111258414899942,0
Upper middle income,2525921300,2020-02-07,31256,718,0,2.29715894548247,0.00123740989079905,0
Upper middle income,2525921300,2020-02-08,34647,805,0,2.32343348630473,0.00137165793724452,0
Upper middle income,2525921300,2020-02-09,37298,905,0,2.42640356051263,0.00147660974235421,0
Upper middle income,2525921300,2020-02-10,40283,1012,0,2.51222600104262,0.00159478444558031,0
Upper middle income,2525921300,2020-02-11,42761,1112,0,2.60050045602301,0.00169288726453987,0
Upper middle income,2525921300,2020-02-12,44787,1117,0,2.49402728470315,0.00177309562257541,0
Upper middle income,2525921300,2020-02-13,59939,1369,0,2.28398872186723,0.00237295595868327,0
Upper middle income,2525921300,2020-02-14,63990,1521,0,2.37693389592124,0.00253333308523904,0
Upper middle income,2525921300,2020-02-15,66631,1663,0,2.49583527187045,0.00263788899519553,0
Upper middle income,2525921300,2020-02-16,68646,1767,0,2.57407569268421,0.00271766186856257,0
Upper middle income,2525921300,2020-02-17,70694,1865,0,2.63813053441593,0.00279874119593512,0
Upper middle income,2525921300,2020-02-18,72591,2004,0,2.76067281067901,0.00287384250649456,0
Upper middle income,2525921300,2020-02-19,74341,2117,0,2.84768835501271,0.00294312415830216,0
Upper middle income,2525921300,2020-02-20,74738,2239,0,2.99579865664053,0.00295884119588366,0
Upper middle income,2525921300,2020-02-21,75632,2239,0,2.96038713771948,0.00299423422257851,0
Upper middle income,2525921300,2020-02-22,76457,2444,0,3.1965680055456,0.00302689557271638,0
Upper middle income,2525921300,2020-02-23,77106,2446,0,3.17225637434181,0.00305258916815817,0
Upper middle income,2525921300,2020-02-24,77326,2596,0,3.35721490831027,0.00306129886152827,0
Upper middle income,2525921300,2020-02-25,77841,2666,0,3.42493030665074,0.00308168746191736,0
Upper middle income,2525921300,2020-02-26,78260,2718,0,3.47303858931766,0.00309827546883587,0
Upper middle income,2525921300,2020-02-27,78707,2747,0,3.4901597062523,0.00311597198218329,0
Upper middle income,2525921300,2020-02-28,79036,2791,0,3.53130219140645,0.00312899693272312,0
Upper middle income,2525921300,2020-02-29,79476,2838,0,3.57088932507927,0.00314641631946332,0
Upper middle income,2525921300,2020-03-01,80069,2874,0,3.58940413893017,0.00316989290204726,0
Upper middle income,2525921300,2020-03-02,80283,2916,0,3.63215126490041,0.00317836505832545,0
Upper middle income,2525921300,2020-03-03,80435,2949,0,3.66631441536644,0.00318438266465388,0
Upper middle income,2525921300,2020-03-04,80572,2985,0,3.70476095914213,0.00318980642825254,0
Upper middle income,2525921300,2020-03-05,80759,3018,0,3.73704478757785,0.00319720966761712,0
Upper middle income,2525921300,2020-03-06,80939,3050,0,3.76826993167694,0.00320433578037447,0
Upper middle income,2525921300,2020-03-07,81127,3078,0,3.79405130227914,0.00321177860925437,0
Upper middle income,2525921300,2020-03-08,81225,3106,0,3.823945829486,0.0032156583817556,0
Upper middle income,2525921300,2020-03-09,81314,3133,0,3.85296504906904,0.00321918184861896,0
Upper middle income,2525921300,2020-03-10,81387,3152,0,3.87285438706427,0.00322207188323722,0
Upper middle income,2525921300,2020-03-11,81479,3175,0,3.89670958160999,0.00322571411864653,0
Upper middle income,2525921300,2020-03-12,81656,3188,0,3.90418340354659,0.00323272146285793,0
Upper middle income,2525921300,2020-03-13,81853,3201,0,3.91066912636067,0.0032405205973757,0
